192,281,224,281,224,310,192,310,0.99470997
80,267,192,267,192,297,80,297,0.9946837
192,153,224,153,224,181,192,181,0.9943163
112,300,192,300,192,326,112,326,0.99422073
64,364,224,364,224,391,64,391,0.99385273
48,58,256,58,256,89,48,89,0.9935009
64,105,224,105,224,136,64,136,0.9933791
48,283,80,283,80,311,48,311,0.99191064
48,315,112,315,112,344,48,344,0.99169075
64,137,240,137,240,170,64,170,0.9910382
64,171,240,171,240,200,64,200,0.99080676
96,200,240,200,240,234,96,234,0.99078876
